SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR
81,99,97,97,50,96,100,69,50,50,99,96,80,96,97,72,49,60,61,85,65,47,68,78,62,92,79,99,88,96
100,98,98,98,49,98,100,71,50,49,96,96,80,100,97,70,51,61,61,63,65,45,71,78,42,88,81,100,89,97
78,96,96,100,52,98,97,70,49,23,98,97,81,100,98,71,50,58,60,65,64,43,89,78,62,88,82,100,91,99
81,100,99,97,50,96,99,72,49,50,97,98,80,99,96,68,49,61,62,87,83,43,90,80,61,89,80,98,92,98
78,96,97,98,49,96,99,69,48,49,96,99,79,71,97,72,50,61,61,83,64,46,89,80,41,92,78,97,90,96
96,96,97,100,49,97,96,70,51,26,96,97,99,72,96,72,49,59,58,66,84,43,69,80,38,92,79,97,92,100
79,97,99,96,48,99,98,69,51,51,100,97,97,71,99,72,51,61,59,64,63,47,68,82,42,89,82,100,91,99
97,98,97,96,50,100,96,72,52,23,98,100,82,99,97,71,50,62,61,63,87,43,71,78,42,91,79,99,88,98
79,100,98,98,51,99,96,68,51,25,96,99,81,71,100,72,48,61,60,65,83,44,89,82,62,89,78,100,92,98
97,100,97,98,51,97,98,71,49,27,100,100,97,69,56,70,48,60,60,87,84,44,68,82,42,92,78,97,89,97
100,98,98,96,48,97,97,72,48,24,99,98,79,68,56,69,50,59,60,67,67,43,88,81,62,89,80,100,89,99
98,100,97,96,48,99,97,70,49,26,98,98,98,97,54,69,49,58,60,84,64,45,91,82,61,89,79,97,91,96
96,97,97,96,49,99,97,68,48,27,98,98,100,97,54,69,48,59,58,64,66,44,92,80,60,89,80,98,89,97
79,98,99,99,48,99,100,68,49,25,98,97,98,68,53,71,50,62,59,84,65,46,91,80,40,92,81,97,92,98
79,100,98,100,49,99,99,71,51,27,99,96,97,68,57,69,52,60,58,63,63,44,68,81,58,88,82,98,90,97
100,100,96,99,48,97,97,69,52,27,99,97,100,68,57,69,48,59,62,87,85,45,70,78,42,92,79,99,88,99
78,96,97,100,49,97,99,70,51,25,96,98,82,99,57,68,50,62,59,87,65,45,68,79,39,88,80,100,89,97
99,97,99,100,52,96,96,72,51,24,97,96,80,97,57,70,48,60,58,66,84,45,89,78,58,92,79,99,92,97
81,100,96,96,49,100,97,69,51,48,100,100,82,97,55,69,48,60,59,85,87,46,68,79,59,90,78,100,90,96
81,98,98,100,51,98,97,70,48,23,96,96,100,99,54,68,51,62,61,67,64,45,92,80,39,89,79,99,91,99
78,96,100,97,50,96,98,71,51,25,96,98,80,68,56,70,49,62,61,87,66,47,90,78,61,51,79,96,90,97
81,99,99,99,50,98,97,68,52,48,96,98,78,97,55,70,52,62,60,84,85,47,69,79,42,51,79,99,89,99
82,96,97,100,49,96,96,69,49,48,99,99,82,70,56,68,49,58,62,63,65,46,89,81,39,71,80,97,89,100
80,97,97,96,50,97,98,70,50,51,96,100,97,98,55,68,49,59,59,85,84,45,88,81,59,51,80,100,91,99
97,99,96,98,52,98,98,68,50,24,98,99,79,98,56,71,50,62,58,66,63,46,91,82,58,68,79,99,90,98
81,97,96,99,50,96,98,68,49,49,96,96,97,99,54,71,50,58,58,86,63,45,72,81,39,69,82,100,88,99
100,97,100,97,48,100,100,69,52,51,96,98,78,69,57,71,51,59,58,84,84,44,71,80,59,72,78,100,90,100
100,97,99,100,52,100,96,72,52,24,99,97,81,100,56,70,49,59,59,87,83,43,68,81,58,50,82,98,92,98
96,98,96,96,52,100,97,69,51,48,100,97,81,99,56,72,50,58,61,87,64,47,72,78,62,72,78,97,89,96
79,97,100,96,52,96,99,70,50,51,99,99,82,99,55,69,52,59,59,87,85,47,92,82,39,70,79,97,90,99
97,96,99,98,51,96,99,72,50,50,100,99,97,68,57,72,49,58,62,85,85,47,69,81,59,48,79,100,88,99
79,96,99,97,48,96,98,69,51,25,99,96,82,68,57,71,52,58,60,63,87,46,88,82,60,71,79,97,91,99
80,96,96,96,51,100,100,69,50,50,26,97,98,96,54,69,51,59,61,87,65,46,69,81,60,70,82,96,89,98
97,98,98,96,49,99,99,71,49,51,24,97,82,96,57,71,48,61,60,65,84,44,69,80,41,69,81,100,89,96
80,98,100,98,51,97,100,70,49,27,23,97,99,97,57,68,48,60,62,83,65,43,92,81,59,70,80,98,89,98
81,96,98,100,52,97,99,69,49,25,26,97,79,99,56,72,52,62,58,87,67,44,88,82,39,72,81,97,90,98
78,98,99,100,48,96,96,71,49,50,26,100,79,100,53,71,48,60,59,63,66,44,92,82,61,48,80,96,89,98
97,100,100,100,51,99,99,69,49,23,26,99,81,100,57,71,50,58,61,87,63,47,72,82,42,49,81,100,92,96
80,98,100,97,50,97,99,70,49,27,26,96,78,70,53,70,52,58,62,84,87,47,69,78,61,51,80,100,92,97
96,96,99,98,51,96,96,71,52,23,25,99,81,72,54,68,51,58,62,67,67,44,71,82,41,69,80,96,92,96
78,100,100,97,52,97,99,69,48,24,23,98,98,100,54,72,50,61,60,86,85,45,68,82,62,68,81,96,89,100
96,96,97,100,49,98,98,70,51,26,22,99,99,97,54,72,50,61,61,87,63,44,71,81,38,68,82,97,89,99
80,99,97,98,49,98,100,72,49,52,26,99,96,100,53,68,51,62,59,67,63,43,68,80,40,71,79,98,88,96
96,99,96,99,52,99,99,69,51,52,26,99,96,69,53,70,52,59,60,83,86,44,69,82,59,71,80,99,91,97
99,97,98,99,52,97,99,70,48,26,24,100,96,99,55,70,48,58,61,65,87,44,91,82,38,70,80,97,91,99
78,96,96,99,52,100,97,72,48,52,24,100,99,98,56,72,50,61,59,84,66,43,88,78,61,49,78,97,88,99
98,98,96,99,48,96,97,68,50,27,23,96,79,99,54,68,51,60,60,84,67,47,90,81,38,48,79,98,90,97
80,96,97,99,48,97,98,72,52,49,25,97,97,100,53,69,49,60,59,67,87,43,68,78,59,50,81,99,90,100
97,100,98,97,51,97,98,69,50,27,25,96,98,72,55,69,49,61,58,86,64,47,72,78,58,49,80,99,90,99
78,100,99,98,49,99,98,72,51,27,22,99,82,96,55,72,52,62,58,85,64,45,90,82,62,52,80,100,92,100
98,96,96,99,49,98,100,72,52,24,24,99,82,99,57,71,49,60,62,65,87,46,89,79,61,71,78,96,92,98
80,97,96,100,50,97,96,69,49,26,22,99,80,71,53,71,48,59,62,86,84,47,69,80,62,48,81,96,91,97
79,100,99,96,50,98,96,71,52,24,26,97,96,99,57,68,51,58,62,65,86,44,91,79,41,48,81,96,88,99
97,100,98,96,52,100,96,70,50,50,22,97,82,99,57,70,52,60,60,85,67,43,92,81,42,48,80,96,91,98
78,100,100,96,52,98,96,68,48,50,25,96,96,69,56,72,52,59,60,65,67,43,90,79,61,51,80,100,90,96
81,98,99,99,52,100,96,72,49,25,23,97,96,97,55,70,48,61,62,85,64,43,88,80,42,50,79,99,90,100
78,96,98,96,50,96,100,71,49,23,23,99,78,68,54,68,52,62,58,63,67,46,92,78,58,48,79,96,92,98
79,96,99,96,51,96,96,69,50,48,22,98,82,72,55,71,49,58,58,83,64,46,71,82,60,51,79,96,91,96
82,96,99,96,50,99,97,70,49,52,22,99,96,72,54,72,51,61,59,85,63,46,88,81,40,49,82,98,90,96
78,100,97,98,51,100,96,71,49,26,26,97,82,70,57,68,48,58,58,64,65,43,68,80,39,51,81,98,91,97
99,97,96,98,49,100,100,69,51,24,24,98,98,72,53,70,52,61,60,67,64,46,72,81,39,50,80,98,89,98
80,97,97,99,51,97,96,70,48,23,25,99,80,97,55,72,49,62,62,64,66,46,68,79,40,69,80,98,91,98
97,99,96,96,48,97,98,69,48,51,24,97,96,72,55,69,52,58,60,83,66,44,68,82,40,70,81,97,89,97
81,100,100,99,49,98,100,71,50,51,25,98,99,70,55,70,48,59,62,86,86,44,72,81,41,48,78,98,90,97
97,100,96,99,48,99,98,69,52,52,24,99,98,96,53,68,50,60,61,67,83,43,92,81,39,68,82,98,90,99
78,96,97,96,52,96,100,68,49,26,25,99,97,72,56,71,48,62,60,87,67,47,70,82,39,48,82,98,91,98
98,97,96,96,49,100,96,69,51,49,22,96,79,69,54,68,52,62,61,83,86,45,89,78,60,51,82,96,90,100
79,99,97,100,52,100,99,71,48,52,24,97,96,68,57,70,49,62,58,64,85,45,92,78,41,70,80,99,92,100
80,98,97,100,50,96,99,69,49,52,24,98,79,98,53,72,50,60,61,64,66,47,70,78,59,68,78,98,91,98
96,96,99,98,52,100,100,68,52,27,26,98,97,98,56,70,48,60,61,85,83,43,71,78,41,68,79,100,90,98
81,97,98,99,50,99,100,69,49,50,22,98,98,100,56,72,50,60,62,65,84,45,90,80,38,70,82,99,89,97
79,96,100,96,48,99,100,71,48,27,25,99,82,97,53,72,51,60,61,63,64,44,90,79,61,72,82,99,89,97
81,97,98,100,48,98,100,72,51,23,24,98,80,98,56,70,48,58,58,67,67,45,71,78,39,49,79,97,91,100
96,96,97,100,51,96,98,71,49,27,22,100,82,68,57,71,52,58,59,67,85,43,90,79,60,70,82,100,92,98
100,98,96,96,52,96,100,68,49,51,25,100,81,72,57,71,48,61,61,65,84,44,69,78,40,49,79,98,92,97
81,100,99,100,51,100,96,72,50,52,23,98,97,68,53,71,52,59,60,86,64,43,70,82,59,48,82,99,91,96
99,99,98,99,49,97,97,68,52,52,25,100,100,98,55,70,52,62,59,63,66,45,72,78,58,71,78,99,90,97
97,97,99,100,49,99,97,72,48,26,22,100,99,100,54,69,52,59,61,83,85,44,90,82,61,49,80,96,88,96
96,99,96,96,51,100,97,71,50,52,26,96,80,98,56,70,50,58,59,84,84,46,89,82,38,48,78,98,89,96
82,97,98,100,51,96,98,72,51,27,25,97,96,100,54,69,48,59,60,86,83,43,90,79,58,68,79,100,91,97
81,99,98,97,48,97,97,72,50,24,24,98,97,71,55,69,49,62,60,65,64,47,89,78,39,48,82,98,88,97
98,99,98,96,49,100,99,70,48,50,23,97,99,71,56,71,49,58,61,66,83,47,69,78,41,50,80,98,90,97
96,99,99,98,48,96,96,70,48,27,24,96,80,68,56,72,51,60,62,66,87,45,69,78,59,72,82,100,90,97
81,97,100,98,52,98,96,70,51,49,25,97,98,72,53,71,48,60,60,87,65,45,91,80,62,50,80,96,88,96
82,97,98,100,49,100,96,68,50,49,25,97,79,98,53,72,50,60,60,64,86,46,92,82,40,69,78,100,89,96
79,99,97,96,52,96,97,69,51,27,23,97,96,68,53,70,48,61,59,67,67,43,91,81,59,50,79,100,90,96
78,100,100,100,49,96,99,72,48,23,25,98,97,98,56,68,49,62,62,86,87,47,69,81,38,52,82,100,91,96
82,98,97,98,50,96,100,69,50,48,25,99,80,97,57,72,49,62,62,65,65,44,91,82,40,51,79,97,92,97
97,99,99,100,51,96,100,71,51,51,22,99,100,68,57,71,49,59,61,83,63,44,69,80,40,51,78,98,90,96
79,99,99,97,48,98,100,70,51,24,25,98,78,99,55,72,51,59,61,67,67,47,91,81,42,51,80,97,89,99
81,96,99,96,48,97,96,68,52,26,23,96,80,100,53,69,52,61,59,86,65,46,90,82,61,72,80,99,91,100
79,96,98,97,49,97,97,68,49,52,22,99,100,71,56,69,50,60,60,64,83,45,68,81,38,72,78,96,92,98
78,96,98,96,52,98,97,71,50,27,25,100,96,96,54,70,51,58,62,83,84,44,90,79,62,69,78,96,88,98
82,98,97,98,50,98,100,69,51,26,24,97,100,69,54,70,52,61,59,86,64,46,72,81,60,49,81,100,90,100
97,98,98,98,48,99,100,70,52,23,23,98,98,69,55,69,48,58,59,87,67,47,69,82,42,52,78,100,91,99
80,96,99,97,52,96,99,72,49,26,23,100,96,98,56,68,52,58,58,63,65,46,90,78,58,70,81,97,88,100
80,99,98,99,48,97,96,68,49,52,22,96,79,68,55,71,48,61,58,86,85,44,69,82,42,70,82,96,91,96
80,96,100,96,49,99,96,71,51,23,24,96,96,98,54,72,50,61,59,67,87,43,72,82,39,49,81,99,89,96
98,100,99,96,52,98,99,69,51,24,23,100,78,71,56,69,51,61,59,63,87,45,92,82,61,68,82,97,89,98
99,98,100,98,49,99,98,71,48,52,24,96,82,69,55,68,49,61,60,84,67,46,90,80,59,50,79,100,91,100
81,99,99,98,50,97,98,68,52,51,22,100,97,70,57,72,48,61,59,64,83,47,89,79,42,70,78,96,89,96
100,97,100,98,51,98,98,72,49,50,24,97,96,97,57,69,48,62,62,86,66,47,71,82,58,48,79,100,89,98
81,100,96,97,48,99,97,69,51,50,26,100,97,70,54,72,48,59,59,83,65,46,71,78,59,70,82,98,88,98
78,96,96,97,51,99,98,69,52,51,24,99,80,69,55,69,50,59,61,86,66,46,88,78,59,52,78,96,90,98
81,100,98,100,52,97,99,72,49,23,24,97,79,97,55,70,50,58,58,64,84,46,91,82,39,70,78,98,92,98
97,100,98,96,52,96,99,71,51,27,23,100,96,97,56,68,52,59,60,83,85,44,89,81,59,70,79,96,90,97
79,100,99,98,49,96,100,72,48,23,25,100,98,96,57,70,51,58,60,84,83,44,88,82,42,49,80,96,89,97
100,97,99,99,52,99,98,70,50,24,22,96,99,96,55,68,49,58,61,64,87,46,89,79,40,48,78,99,88,99
78,96,99,96,50,100,97,71,52,52,24,96,79,98,55,70,52,61,59,65,87,45,69,82,40,52,78,97,92,98
97,98,100,97,49,99,98,72,49,52,23,99,78,68,55,69,51,61,58,64,64,45,71,82,61,70,81,98,91,99
82,96,100,98,52,96,100,71,50,23,26,97,79,96,55,72,52,61,59,87,63,47,91,82,58,69,78,99,90,100
99,99,99,97,51,97,98,68,51,24,22,100,98,72,53,69,52,62,58,63,63,47,88,79,40,71,79,100,92,100
81,100,99,97,48,100,99,72,49,50,26,97,78,97,53,69,49,58,61,65,85,47,69,81,40,70,79,99,88,97
80,98,100,99,51,97,98,68,49,23,25,98,79,98,57,70,51,60,58,86,66,43,72,78,59,52,79,99,92,96
79,96,96,96,52,100,98,68,51,50,24,98,82,68,55,71,50,59,59,63,84,44,72,81,41,51,80,100,89,99
97,100,96,96,49,100,98,71,48,51,25,96,98,68,55,72,48,61,61,87,83,43,71,82,38,49,81,99,92,97
96,97,98,97,48,100,96,68,52,24,26,97,97,68,57,68,49,62,62,85,86,45,71,78,39,71,78,100,90,98
80,100,97,99,50,100,96,70,52,48,23,97,80,96,57,70,48,59,62,86,83,45,92,81,41,68,78,97,88,100
81,96,100,100,49,99,97,69,51,48,25,97,79,71,54,72,49,61,61,64,85,44,69,80,40,50,81,98,90,96
81,96,98,100,52,97,97,70,51,27,23,98,98,71,56,70,49,61,60,86,64,45,68,82,61,72,82,96,89,99
81,96,99,98,50,97,97,72,50,24,22,97,79,69,55,72,48,62,58,63,64,46,92,79,40,50,80,100,88,97
82,99,100,100,50,97,100,68,52,24,26,97,80,71,56,69,48,60,61,66,64,46,71,79,61,71,80,100,89,98
81,98,97,98,51,100,96,70,48,25,23,99,79,96,57,72,49,62,62,86,66,46,71,82,61,50,78,98,90,96
79,100,96,96,49,98,98,72,48,51,22,98,97,68,55,71,52,59,60,84,84,44,71,78,59,51,82,96,92,96
99,100,96,99,48,96,99,69,51,26,23,97,82,99,54,69,48,61,62,85,85,45,71,80,59,49,79,96,92,96
81,99,98,97,49,100,97,71,51,23,24,98,96,96,56,72,52,60,59,65,64,43,90,78,40,48,81,100,88,96
80,96,97,100,52,99,100,69,51,50,25,96,82,68,53,68,50,61,60,87,85,45,90,81,61,52,82,96,92,100
79,97,98,97,50,97,98,68,51,26,26,99,100,99,55,71,48,58,58,64,67,44,92,81,62,72,81,96,90,99
98,98,96,96,51,99,100,71,51,27,23,100,82,71,56,70,48,61,58,87,66,43,91,78,42,71,78,99,90,98
97,97,96,96,51,99,98,69,51,49,24,98,97,68,55,72,51,60,59,65,83,43,70,78,42,71,82,99,91,99
79,98,99,99,48,97,98,68,51,52,24,98,100,100,55,71,49,58,60,86,63,44,69,81,38,72,82,97,89,100
80,99,99,98,51,98,98,71,49,24,24,100,97,71,54,71,52,58,59,65,83,47,71,82,62,51,81,96,92,97
99,97,98,100,51,97,99,69,48,24,26,100,79,99,56,69,50,62,61,65,87,43,72,80,41,49,79,98,88,98
82,100,100,96,52,100,97,71,50,25,22,96,82,71,53,70,50,58,60,67,85,44,91,78,42,70,79,98,88,100
96,99,99,99,52,98,98,68,50,49,24,99,82,69,54,71,49,61,62,84,84,47,90,82,38,69,79,98,89,97
99,100,97,100,52,96,99,68,49,24,22,100,81,100,53,72,48,58,58,63,63,44,88,80,59,71,81,100,92,100
79,99,99,96,48,97,99,69,49,49,22,97,97,97,55,71,49,60,60,67,64,46,70,81,41,52,81,97,91,98
100,98,97,97,50,100,100,72,49,52,22,100,97,72,55,71,52,59,61,63,83,46,69,80,61,49,82,98,92,98
97,96,99,99,48,100,100,72,48,24,25,96,78,97,55,72,48,59,61,85,83,47,90,81,60,48,80,97,89,97
100,97,100,96,51,100,96,69,49,25,26,98,97,72,57,71,52,62,62,64,84,43,70,79,42,71,81,96,89,98
82,97,99,100,48,96,98,68,49,51,23,96,100,97,55,68,49,58,62,84,64,47,70,80,58,71,78,96,89,98
81,97,96,99,52,96,98,69,48,25,23,100,81,71,57,68,48,62,61,86,85,45,90,82,42,51,78,100,91,99
80,97,98,97,48,99,100,68,50,24,25,98,81,68,53,69,50,60,61,85,67,47,90,80,40,49,78,96,90,99
97,100,98,100,52,100,97,70,52,27,24,96,96,71,54,69,48,60,62,85,65,47,92,81,39,68,78,97,90,98
79,100,96,99,51,96,96,71,52,27,24,98,100,72,56,70,49,62,59,85,87,46,92,81,39,70,78,97,89,100
96,99,98,99,52,99,99,68,48,24,23,96,78,71,55,70,51,60,60,84,87,44,91,78,39,68,82,97,92,98
78,96,96,96,50,96,100,70,50,48,23,97,82,68,54,72,52,59,59,86,66,46,90,78,58,49,79,99,88,100
80,100,96,100,51,99,99,69,51,52,24,99,78,100,57,69,52,58,59,66,83,46,90,78,41,51,81,99,92,97
81,100,98,96,48,99,97,68,48,26,26,96,97,69,54,69,48,59,61,67,64,45,70,81,60,68,81,97,88,98
100,99,100,97,50,96,97,69,50,49,24,100,78,99,54,71,50,60,62,66,66,45,70,78,62,48,78,96,89,99
78,99,100,99,51,97,96,72,50,25,22,98,98,68,57,68,49,59,59,84,67,46,91,80,59,71,80,97,89,96
96,98,96,98,49,97,100,69,48,25,24,96,78,96,54,68,48,62,62,63,65,43,91,78,41,70,81,100,90,96
79,96,98,100,48,98,97,68,50,52,23,98,78,71,57,68,50,62,62,63,67,45,92,79,61,49,79,97,91,98
97,100,96,99,48,99,98,72,52,24,25,98,100,69,53,70,48,61,61,87,86,44,70,80,61,48,80,98,88,97
97,98,97,96,50,100,97,71,48,26,22,99,79,70,54,70,48,61,58,83,84,44,89,82,40,52,82,99,90,97
78,99,96,98,51,99,98,68,50,27,25,96,97,99,53,70,48,60,59,84,84,44,88,79,60,68,78,100,92,97
80,97,99,100,48,100,100,69,49,23,26,99,82,99,57,71,50,62,61,65,66,44,89,82,60,50,80,97,91,100
99,97,96,99,49,100,100,69,49,52,24,97,80,98,57,69,51,61,58,67,64,43,72,81,42,49,80,100,91,98
100,99,96,100,48,100,98,72,48,23,23,99,97,70,55,68,51,60,59,67,85,44,72,82,59,48,80,96,90,99
78,96,99,96,49,98,100,68,48,50,26,98,80,96,55,68,48,60,58,63,83,47,92,82,58,72,80,99,91,100
80,97,100,96,50,100,98,68,49,49,23,99,80,97,53,72,50,60,60,83,84,43,89,81,41,49,79,96,90,99
82,97,97,99,51,100,96,69,52,26,25,97,81,99,57,68,49,60,61,86,64,44,89,80,42,70,79,97,88,99
82,99,98,96,50,97,96,69,51,24,24,98,80,96,56,70,51,59,58,87,66,44,91,80,41,50,82,99,89,100
82,97,98,97,52,99,96,70,51,49,23,98,79,71,57,68,52,60,61,85,84,43,90,79,60,51,82,97,88,99
100,100,97,100,48,98,96,72,52,52,22,97,80,100,53,71,51,61,58,67,85,43,90,79,58,69,78,96,88,100
100,99,100,96,51,100,96,68,51,49,25,99,98,96,55,70,49,61,60,87,67,46,89,78,58,51,79,99,91,97
98,99,96,99,50,96,98,70,49,26,23,98,98,97,56,68,48,58,59,67,87,46,88,79,40,69,78,97,90,98
96,96,100,96,48,100,98,71,51,27,26,100,96,97,55,69,52,62,60,86,87,47,89,78,42,72,81,97,89,99
100,100,96,97,52,99,100,72,51,25,24,97,99,98,54,72,52,59,61,86,84,46,68,82,58,72,78,97,92,96
81,98,100,97,48,99,97,69,50,52,26,96,82,97,53,70,52,62,60,67,84,46,69,78,42,48,80,100,92,97
81,97,96,96,52,100,96,72,52,52,22,100,96,99,55,70,49,59,58,87,67,43,68,81,41,48,78,97,90,99
79,99,100,98,49,97,100,68,50,49,26,96,82,71,53,69,50,62,59,85,86,47,92,78,40,50,79,96,89,97
100,98,98,100,50,98,96,68,52,27,22,98,100,99,53,70,49,58,60,67,67,46,70,78,42,52,78,98,91,99
78,100,96,100,49,98,97,72,52,27,24,98,80,96,57,68,49,59,62,87,64,44,91,78,58,70,78,96,92,96
80,100,96,100,52,97,99,71,48,26,25,97,79,71,53,70,48,60,58,67,85,45,71,78,39,52,82,99,90,97
96,96,99,100,52,96,96,72,51,26,24,98,78,96,53,71,51,60,59,85,67,47,69,80,58,50,81,98,91,96
82,97,100,100,51,96,98,71,50,48,25,96,82,70,57,71,51,61,58,67,64,47,69,78,59,49,82,97,92,97
97,97,100,99,52,99,96,68,51,51,23,97,80,99,57,70,50,58,61,87,87,47,88,78,42,70,80,97,89,99
100,97,96,97,48,99,98,72,48,25,22,96,81,98,57,68,49,60,61,65,84,43,72,78,39,69,80,99,88,99
99,99,100,99,50,100,98,69,52,48,24,100,79,97,54,68,51,60,59,63,63,47,70,78,61,49,80,99,89,97
99,99,96,100,49,98,96,70,50,51,26,97,97,100,54,69,49,59,58,84,64,45,70,80,60,69,80,98,92,99
98,100,96,99,49,98,96,68,49,51,25,98,97,98,55,71,49,58,62,83,84,43,71,81,58,48,79,98,90,98
82,97,96,96,49,97,100,68,48,25,24,99,98,100,56,71,49,58,60,85,84,43,72,79,39,70,81,100,92,96
78,98,97,97,50,100,96,69,48,25,22,99,98,69,55,69,48,62,58,86,65,47,89,80,60,52,79,98,88,97
99,96,98,98,48,98,96,72,50,23,23,96,82,71,55,70,48,62,59,63,85,43,70,81,62,51,80,99,88,97
80,98,99,99,48,98,100,68,50,52,26,96,79,70,55,72,48,59,62,67,83,43,72,80,60,51,78,100,90,97
81,100,97,98,51,100,96,69,52,25,22,96,98,99,56,72,52,62,58,87,66,47,72,79,62,52,81,98,90,99
97,98,97,96,49,97,96,69,52,48,24,98,100,96,53,70,49,59,61,85,86,46,88,80,61,49,80,100,92,100
96,97,98,99,50,99,100,69,50,27,23,98,98,72,54,70,49,60,62,65,66,47,92,81,62,71,81,96,89,100
79,100,97,98,50,97,96,69,49,25,24,96,98,72,57,68,51,59,58,67,85,47,88,80,38,72,82,100,88,100
100,100,100,100,48,98,98,68,48,25,23,99,78,98,56,70,52,61,60,87,84,47,89,78,38,50,82,96,92,97
79,96,98,100,49,99,98,72,50,50,22,96,98,96,56,71,51,59,58,63,65,45,70,80,42,50,79,96,88,96
99,96,99,97,50,96,99,70,51,52,26,98,82,97,57,72,50,62,59,63,86,46,89,81,40,49,81,99,89,100
80,97,98,97,51,96,96,72,52,24,26,99,79,96,56,70,50,62,62,85,66,43,90,79,42,48,79,96,92,99
81,99,96,96,48,96,98,71,52,51,26,98,81,71,56,71,49,60,62,66,63,44,68,81,41,69,82,96,92,97
79,97,99,100,51,96,98,72,52,51,24,96,96,97,54,70,50,59,62,85,84,43,70,81,38,50,80,98,89,97
99,98,98,98,52,97,96,71,49,50,23,99,81,68,57,71,50,58,62,63,87,46,92,78,41,52,79,99,90,99
80,96,98,100,48,99,99,69,49,23,24,97,81,69,57,72,49,58,61,84,83,45,71,81,60,70,79,97,90,99
98,99,97,100,50,98,100,71,49,52,24,96,96,97,53,70,52,61,59,87,63,47,71,81,39,49,78,97,90,96
80,100,97,96,49,99,97,71,48,48,25,100,96,72,57,72,49,59,58,84,87,46,88,82,61,69,79,98,90,98
82,100,99,100,52,97,98,69,49,48,22,100,96,71,53,70,49,61,58,83,63,46,68,79,58,52,81,96,90,98
81,98,100,96,48,97,99,68,51,50,26,98,80,70,53,70,52,59,61,87,83,47,70,78,38,48,81,96,90,98
98,97,98,100,52,96,99,71,48,51,26,98,82,98,55,71,50,61,62,86,83,45,68,78,42,52,79,97,89,99
100,100,97,96,52,100,99,72,52,48,22,100,78,97,53,71,50,62,58,65,84,43,70,79,41,51,80,96,91,100
79,98,96,99,51,96,97,70,51,25,26,99,98,70,55,70,48,59,61,66,83,46,69,79,60,69,78,96,90,100
98,99,98,100,50,99,98,70,51,27,23,98,100,99,56,69,49,61,61,83,83,44,92,78,42,52,81,99,92,97
80,100,97,100,51,99,100,69,52,23,22,97,82,98,57,69,52,61,60,64,86,46,71,80,40,72,79,99,90,100
81,97,100,100,48,98,100,68,51,23,23,97,99,71,56,69,50,59,59,65,85,47,88,78,59,51,82,100,92,99
96,97,100,97,48,96,100,71,51,26,23,100,79,70,57,71,48,60,59,65,64,43,71,80,41,50,80,98,88,97
99,100,97,98,49,98,98,70,48,52,22,96,100,97,54,71,51,59,59,64,87,43,88,78,61,68,79,97,88,98
99,100,98,100,48,99,96,71,48,49,23,98,78,96,55,71,51,62,59,84,84,43,68,79,62,69,80,100,89,97
79,100,96,100,50,98,100,68,51,49,24,98,81,98,55,71,48,61,60,84,86,46,90,79,41,51,81,97,89,96
80,98,97,96,48,98,98,71,51,49,23,98,80,97,56,71,52,62,60,84,67,43,69,78,42,51,81,97,91,98
100,97,96,98,52,100,96,71,51,23,26,98,100,97,53,71,49,62,59,66,86,44,72,81,58,69,78,97,90,100
81,96,99,100,51,97,99,72,50,51,24,96,100,72,56,70,51,60,61,63,83,47,91,80,38,68,81,100,89,97
79,99,98,99,51,99,97,68,50,24,23,100,99,72,55,70,51,58,61,85,85,46,88,78,40,70,82,99,90,100
100,99,98,96,48,96,98,70,48,26,22,96,96,97,54,72,49,58,60,85,86,47,91,82,40,69,81,99,89,99
81,99,97,97,51,96,99,70,49,50,25,97,98,97,54,68,51,62,62,84,86,44,92,78,58,68,79,97,89,96
96,99,97,100,48,96,99,72,48,24,23,98,100,100,54,71,52,58,61,87,63,43,91,81,41,51,78,100,92,98
79,100,96,96,48,98,98,69,48,49,24,99,80,69,56,72,50,62,62,83,65,45,90,78,38,70,81,96,92,100
81,99,98,97,49,97,96,70,50,50,22,97,97,98,55,71,48,59,59,66,66,47,92,82,62,49,80,97,91,100
97,98,97,100,51,96,98,71,50,27,23,96,98,97,53,70,49,61,60,87,85,47,90,81,39,68,81,99,89,98
99,97,96,98,49,98,100,69,48,24,23,99,96,70,56,68,50,62,60,65,86,45,92,79,62,72,82,97,92,100
96,99,97,96,52,100,96,72,50,49,23,97,98,96,55,68,51,59,59,86,84,46,70,81,58,48,81,99,91,98
78,98,99,97,52,97,96,70,49,52,23,97,98,98,55,71,49,61,60,65,85,43,71,78,41,51,81,96,89,96
97,98,96,100,49,99,99,71,51,25,25,98,99,72,56,71,51,59,58,86,67,47,69,79,41,49,79,98,89,100
82,100,100,99,51,99,98,71,50,27,22,100,98,99,54,68,49,58,58,65,87,44,72,79,62,50,82,98,88,97
96,100,97,99,49,97,96,70,49,23,23,97,81,68,54,68,52,62,60,85,65,43,89,78,58,52,80,99,91,99
80,100,99,96,50,100,100,68,50,49,24,98,79,71,53,71,49,59,61,85,87,44,90,78,61,70,82,96,90,100
99,97,96,97,52,97,97,68,50,25,22,100,81,99,57,72,49,61,58,63,64,44,69,81,38,52,79,96,92,96
